cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits
12,3,0.025508880615234375,0.06494832038879395,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.015957355499267578,0.06790614128112793,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.014959335327148438,0.06539797782897949,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.018949031829833984,0.06780695915222168,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",20,"{'1,4': 4, '0,1': 3, '0': 3, '4,7': 2, '12,15': 2, '7,10': 2, '23,24': 2, '4,1': 2, '21,23': 2, '15,18': 2, '18,21': 2, '21,18': 1, '15,12': 1, '18,15': 1, '24,23': 1, '23,21': 1, '10,7': 1, '7,4': 1, '1,0': 1, '10,12': 1}"
12,4,0.022938966751098633,0.0713355541229248,"{'000000000000000000000000000': 1008, '100000000000000000000000000': 16}",4,"{'3': 2, '3,2': 1, '3,5': 1}",0.012965202331542969,0.06881499290466309,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",4,"{'3': 2, '3,5': 1, '3,2': 1}",0.00997304916381836,0.06397700309753418,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'3': 2, '3,5': 1, '3,2': 1}",0.015956878662109375,0.06588101387023926,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",16,"{'7,10': 4, '10,12': 3, '4,7': 3, '0,1': 2, '1,4': 2, '10,7': 2, '15,18': 2, '12,15': 2, '1,0': 1, '4,1': 1, '12,10': 1, '4': 1, '7,4': 1, '18,15': 1, '15,12': 1, '10': 1}"
12,5,0.028431415557861328,0.06492877006530762,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",4,"{'6': 3, '6,7': 1}",0.016954421997070312,0.11454892158508301,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",4,"{'17': 3, '17,18': 1}",0.013962030410766602,0.06289362907409668,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'9': 3, '9,8': 1}",0.01795220375061035,0.06288743019104004,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",17,"{'4': 10, '0,1': 2, '1,4': 2, '10,12': 2, '7,10': 2, '1,0': 1, '4,1': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
12,6,0.026927471160888672,0.06438875198364258,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",2,"{'26,25': 1}",0.01695418357849121,0.0628502368927002,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,"{'17,18': 1}",0.016009092330932617,0.06382989883422852,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",2,"{'26,25': 1}",0.02543950080871582,0.06491374969482422,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",26,"{'10': 7, '0': 6, '1,4': 2, '4,7': 2, '7,10': 2, '0,1': 2, '17,18': 2, '15,18': 2, '12,15': 2, '1,0': 1, '4,1': 1, '7,4': 1, '18,17': 1, '18,15': 1, '15,12': 1, '10,12': 1, '10,7': 1}"
12,7,0.03291201591491699,0.06134343147277832,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'0': 4, '0,1': 1}",0.020455121994018555,0.0633394718170166,"{'100000000000000000000000000': 518, '000000000000000000000000000': 506}",6,"{'26': 4, '26,25': 1}",0.017952442169189453,0.06588387489318848,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",5,"{'6': 4, '6,7': 1}",0.025930404663085938,0.06183671951293945,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",22,"{'0': 6, '7': 6, '0,1': 2, '1,4': 2, '4,7': 2, '13,14': 2, '12,13': 2, '10,12': 2, '1,0': 1, '4,1': 1, '7,4': 1, '14,13': 1, '13,12': 1, '12,10': 1, '7,10': 1}"
12,8,0.04738211631774902,0.05436086654663086,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",7,"{'9': 6, '8': 5, '8,9': 1}",0.016954660415649414,0.061399221420288086,"{'100000000000000000000000000': 937, '000000000000000000000000000': 87}",3,"{'26': 1, '26,25': 1}",0.013962507247924805,0.06090235710144043,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,"{'6': 1, '6,7': 1}",0.022444486618041992,0.06290507316589355,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",35,"{'0': 31, '0,1': 2, '2,3': 2, '1,0': 1, '3,2': 1, '1,2': 1}"
12,9,0.01795172691345215,0.06234025955200195,"{'100000000000000000000000000': 536, '000000000000000000000000000': 488}",4,{26: 3},0.014960289001464844,0.06589031219482422,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{9: 3},0.012024402618408203,0.06683659553527832,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.008975028991699219,0.06888437271118164,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",15,{0: 15}
12,10,0.019946813583374023,0.06189274787902832,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{},0.017008066177368164,0.0665745735168457,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{},0.014959573745727539,0.06539082527160645,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{},0.011967658996582031,0.0633385181427002,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",22,{0: 22}
12,11,0.02150416374206543,0.05391430854797363,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{17: 3},0.01695418357849121,0.062340736389160156,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{20: 3},0.014959573745727539,0.06203508377075195,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{0: 3},0.011968135833740234,0.06783461570739746,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",25,{0: 25}
13,2,0.019946813583374023,0.06746792793273926,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{20: 3},0.01495981216430664,0.07298731803894043,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",6,"{'9': 3, '9,8': 2, '8,9': 1}",0.012965202331542969,0.0768125057220459,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",6,"{'6': 3, '6,7': 2, '7,6': 1}",0.013962984085083008,0.06902194023132324,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",6,"{'0': 3, '1,2': 2, '0,1': 2, '2,1': 1, '1,0': 1}"
13,3,0.02544093132019043,0.07022976875305176,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'9': 2, '9,8': 2, '8,9': 1}",0.014959573745727539,0.06396698951721191,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",5,"{'0': 2, '0,1': 2, '1,0': 1}",0.012966156005859375,0.12333106994628906,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'0': 2, '0,1': 2, '1,0': 1}",0.01495981216430664,0.06490230560302734,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",14,"{'0,1': 2, '1,4': 2, '4,7': 2, '12,15': 2, '10,12': 2, '7,10': 2, '0': 1, '1,0': 1, '4,1': 1, '7,4': 1, '15,12': 1, '12,10': 1, '10,7': 1, '7': 1}"
13,4,0.031989336013793945,0.06791067123413086,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.019946813583374023,0.06932449340820312,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.016022205352783203,0.07081055641174316,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.019022703170776367,0.07096004486083984,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",18,"{'4': 4, '1,2': 4, '3,5': 2, '7,10': 2, '10,12': 2, '12,13': 2, '0,1': 2, '5,8': 2, '2,1': 2, '1,4': 2, '5,3': 1, '2,3': 1, '1,0': 1, '4,1': 1, '8,5': 1, '13,12': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
13,5,0.02393627166748047,0.06369280815124512,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",5,"{'3': 3, '3,5': 1, '3,2': 1}",0.011968135833740234,0.06795477867126465,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.009972810745239258,0.06839942932128906,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.01994633674621582,0.06595277786254883,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",11,"{'4,7': 3, '1,4': 3, '0,1': 2, '10,12': 2, '7,10': 2, '0': 1, '1,0': 1, '7,4': 1, '1': 1, '4,1': 1, '12,10': 1, '10,7': 1, '4': 1}"
13,6,0.03091716766357422,0.06533432006835938,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",4,"{'0': 3, '0,1': 1}",0.02094411849975586,0.06389355659484863,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'17': 3, '17,18': 1}",0.015956640243530273,0.06788372993469238,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'20': 3, '20,19': 1}",0.021941423416137695,0.06439638137817383,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",27,"{'12': 8, '0': 3, '19,22': 2, '14,16': 2, '4,7': 2, '7,10': 2, '13,14': 2, '10,12': 2, '0,1': 2, '1,4': 2, '16,19': 2, '12,13': 1, '14,13': 1, '16,14': 1, '1,0': 1, '19,16': 1, '22,19': 1, '10,7': 1, '7,4': 1, '4,1': 1, '12,10': 1}"
13,7,0.03291177749633789,0.06382894515991211,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",6,"{'20': 5, '20,19': 1}",0.02144932746887207,0.06832432746887207,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",6,"{'6': 5, '6,7': 1}",0.016970157623291016,0.06781888008117676,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",7,"{'6': 6, '6,7': 1}",0.024933815002441406,0.06090140342712402,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",23,"{'10': 6, '0': 4, '21,23': 2, '15,18': 2, '4,7': 2, '7,10': 2, '12,15': 2, '0,1': 2, '1,4': 2, '18,21': 2, '10,12': 1, '15,12': 1, '18,15': 1, '1,0': 1, '21,18': 1, '10,7': 1, '7,4': 1, '4,1': 1, '23,21': 1}"
13,8,0.051917314529418945,0.049988508224487305,"{'000000000000000000000000000': 516, '100000000000000000000000000': 508}",10,"{'26': 8, '25': 4, '25,26': 1}",0.020943164825439453,0.0633385181427002,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",4,"{'17': 3, '17,18': 1}",0.01851034164428711,0.06388044357299805,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",5,"{'20': 4, '20,19': 1}",0.02649855613708496,0.06444716453552246,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",45,"{'0': 18, '12': 11, '19,22': 2, '14,16': 2, '4,7': 2, '7,10': 2, '13,14': 2, '10,12': 2, '0,1': 2, '1,4': 2, '16,19': 2, '12,13': 1, '14,13': 1, '16,14': 1, '1,0': 1, '19,16': 1, '22,19': 1, '10,7': 1, '7,4': 1, '4,1': 1, '12,10': 1}"
13,9,0.02598881721496582,0.062346458435058594,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",1,"{'6,7': 1}",0.01495981216430664,0.06183433532714844,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,"{'0,1': 1}",0.014960050582885742,0.06484150886535645,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",1,"{'20,19': 1}",0.027162551879882812,0.06480622291564941,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",29,"{'0': 10, '5': 6, '16,19': 2, '11,14': 2, '2,3': 2, '3,5': 2, '8,11': 2, '0,1': 2, '1,2': 2, '14,16': 2, '5,8': 1, '11,8': 1, '14,11': 1, '1,0': 1, '16,14': 1, '5,3': 1, '3,2': 1, '2,1': 1, '19,16': 1}"
13,10,0.02293848991394043,0.06840991973876953,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{20: 3},0.019016504287719727,0.062448740005493164,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{20: 3},0.014960289001464844,0.06439781188964844,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{0: 3},0.01296544075012207,0.06640982627868652,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",24,{0: 24}
13,11,0.021996021270751953,0.057909488677978516,"{'100000000000000000000000000': 1011, '000000000000000000000000000': 13}",3,{26: 2},0.018512487411499023,0.06340217590332031,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,{6: 2},0.014960050582885742,0.12080836296081543,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,{0: 2},0.011477470397949219,0.06981420516967773,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",27,{0: 27}
13,12,0.024445533752441406,0.05385613441467285,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",3,{17: 3},0.01894974708557129,0.06683754920959473,"{'100000000000000000000000000': 518, '000000000000000000000000000': 506}",4,{26: 3},0.01495981216430664,0.06766605377197266,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",3,{0: 3},0.01296544075012207,0.06490302085876465,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",38,{0: 38}
14,3,0.026927947998046875,0.0609285831451416,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",7,"{'20': 4, '20,19': 2, '19,20': 1}",0.015958309173583984,0.06981301307678223,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",7,"{'20': 4, '20,19': 2, '19,20': 1}",0.014470338821411133,0.07081055641174316,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",7,"{'6': 4, '6,7': 2, '7,6': 1}",0.015957117080688477,0.06834149360656738,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",10,"{'0': 3, '0,1': 2, '7,10': 2, '4,7': 2, '1,4': 2, '1,0': 1, '10,7': 1, '7,4': 1, '4,1': 1, '1': 1}"
14,4,0.02593064308166504,0.06396603584289551,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'6,7': 2, '7,6': 1, '6': 1}",0.015054464340209961,0.06388568878173828,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'0,1': 2, '1,0': 1, '0': 1}",0.01196742057800293,0.06235456466674805,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'6,7': 2, '7,6': 1, '6': 1}",0.015956878662109375,0.06694221496582031,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",21,"{'12': 3, '10,12': 2, '12,15': 2, '15,18': 2, '18,21': 2, '21,23': 2, '23,24': 2, '24,25': 2, '0,1': 2, '7,10': 2, '4,7': 2, '1,4': 2, '12,10': 1, '10,7': 1, '1,0': 1, '24,23': 1, '7,4': 1, '23,21': 1, '21,18': 1, '4,1': 1, '18,15': 1, '15,12': 1, '25,24': 1}"
14,5,0.03447747230529785,0.056914329528808594,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.018949270248413086,0.06234145164489746,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'3': 3, '3,5': 1, '3,2': 1}",0.016954421997070312,0.06189131736755371,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.019946813583374023,0.06390166282653809,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",27,"{'7': 10, '0,1': 3, '0': 3, '4,7': 2, '10,12': 2, '12,13': 2, '13,14': 2, '1,2': 2, '1,4': 2, '2,1': 1, '4,1': 1, '14,13': 1, '13,12': 1, '1,0': 1, '12,10': 1, '7,10': 1, '7,4': 1}"
14,6,0.03698539733886719,0.06992244720458984,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",6,"{'3': 4, '3,2': 1, '3,5': 1}",0.023936033248901367,0.06789302825927734,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",6,"{'23': 4, '23,21': 1, '23,24': 1}",0.016537189483642578,0.06692075729370117,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",6,"{'3': 4, '3,5': 1, '3,2': 1}",0.024025678634643555,0.0610044002532959,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",40,"{'13': 15, '0': 5, '16,19': 4, '14,16': 4, '12,13': 3, '13,14': 3, '19,22': 2, '16,14': 2, '4,7': 2, '7,10': 2, '10,12': 2, '0,1': 2, '1,4': 2, '19,16': 2, '13,12': 1, '14,13': 1, '1,0': 1, '12,10': 1, '10,7': 1, '7,4': 1, '4,1': 1, '22,19': 1}"
14,7,0.04245591163635254,0.052924394607543945,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",11,"{'1': 10, '0': 3, '0,1': 1}",0.019946575164794922,0.06440114974975586,"{'100000000000000000000000000': 509, '000000000000000000000000000': 515}",6,"{'26': 4, '26,25': 1}",0.019946813583374023,0.06297636032104492,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'6': 4, '6,7': 1}",0.023935794830322266,0.06582379341125488,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",30,"{'0': 12, '7': 8, '0,1': 2, '1,4': 2, '4,7': 2, '12,15': 2, '10,12': 2, '1,0': 1, '4,1': 1, '7,4': 1, '15,12': 1, '12,10': 1, '7,10': 1}"
14,8,0.02145075798034668,0.06427812576293945,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{},0.01546478271484375,0.0640249252319336,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",1,{},0.013962268829345703,0.11633038520812988,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{},0.009973526000976562,0.060896873474121094,"{'000000000000000000000000000': 1009, '100000000000000000000000000': 15}",28,{0: 28}
14,9,0.021498680114746094,0.06344819068908691,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{20: 3},0.01795196533203125,0.06239509582519531,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{6: 3},0.015022516250610352,0.06345200538635254,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{0: 3},0.012965202331542969,0.06240224838256836,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",27,{0: 27}
14,10,0.04302644729614258,0.057030439376831055,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",11,"{'18': 10, '17,18': 1, '17': 1}",0.017094850540161133,0.06845617294311523,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",1,"{'9,8': 1}",0.01602315902709961,0.06932473182678223,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",1,"{'17,18': 1}",0.029013633728027344,0.06540322303771973,"{'100000000000000000000000000': 3, '000000000000000000000000000': 1021}",34,"{'10': 11, '0': 10, '21,23': 2, '15,18': 2, '4,7': 2, '7,10': 2, '12,15': 2, '23,24': 2, '0,1': 2, '1,4': 2, '18,21': 2, '10,12': 1, '15,12': 1, '18,15': 1, '1,0': 1, '21,18': 1, '23,21': 1, '10,7': 1, '7,4': 1, '4,1': 1, '24,23': 1}"
