cost,depth,tqc3TT,tqc3Depth,tqc3Qubits,tqc2TT,tqc2Depth,tqc2Qubits,tqc1TT,tqc1Depth,tqc1Qubits,tqc0TT,tqc0Depth,tqc0Qubits
13,9,0.056387901306152344,3,"{'113': 2, '113,114': 1}",0.03406715393066406,3,"{'113': 2, '113,114': 1}",0.026900291442871094,3,"{'113': 2, '113,114': 1}",0.05195450782775879,24,"{'0': 5, '33': 3, '60,61': 2, '18,19': 2, '19,20': 2, '39,40': 2, '20,33': 2, '0,14': 2, '14,18': 2, '53,60': 2, '40,41': 2, '41,53': 2, '53,41': 1, '33,39': 1, '40,39': 1, '41,40': 1, '14,0': 1, '60,53': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '61,60': 1}"
13,10,0.037918806076049805,3,{109: 3},0.028921842575073242,3,{13: 3},0.02792978286743164,3,{0: 3},0.018471717834472656,36,{0: 36}
13,11,0.04687666893005371,0,{},0.03541684150695801,0,{},0.025964021682739258,0,{},0.019514799118041992,35,{0: 35}
13,12,0.05310988426208496,3,{109: 3},0.03790116310119629,3,{113: 3},0.029920339584350586,3,{0: 3},0.017963409423828125,30,{0: 30}
14,3,0.04114937782287598,3,{13: 3},0.03637504577636719,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.03290104866027832,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.03793597221374512,26,"{'0': 8, '20,33': 2, '33,39': 2, '38,39': 2, '37,38': 2, '37,52': 2, '52,56': 2, '0,14': 2, '56,57': 2, '19,20': 2, '18,19': 2, '14,18': 2, '20,19': 1, '33,20': 1, '57,56': 1, '19,18': 1, '56,52': 1, '52,37': 1, '18,14': 1, '38,37': 1, '39,38': 1, '14,0': 1, '39,33': 1}"
14,4,0.038225412368774414,2,{109: 2},0.03789877891540527,5,"{'9': 2, '9,10': 2, '10,9': 1}",0.028924942016601562,5,"{'9': 2, '9,10': 2, '10,9': 1}",0.051486968994140625,24,"{'0': 15, '0,14': 2, '14,18': 2, '20,21': 2, '19,20': 2, '18,19': 2, '14,0': 1, '18,14': 1, '21,20': 1, '20,19': 1, '19,18': 1}"
14,5,0.07143950462341309,6,"{'114': 4, '114,115': 1, '114,113': 1}",0.1797945499420166,6,"{'114': 4, '114,115': 1, '114,113': 1}",0.03127908706665039,7,"{'10': 5, '10,11': 1, '10,9': 1}",0.059564828872680664,62,"{'91': 5, '71,77': 4, '56,57': 4, '57,58': 4, '58,71': 4, '0': 4, '52,56': 3, '71,58': 2, '19,20': 2, '18,19': 2, '77,71': 2, '118,119': 2, '0,14': 2, '14,18': 2, '58,57': 2, '57,56': 2, '75,76': 2, '77,78': 2, '119,120': 2, '78,79': 2, '79,91': 2, '120,121': 2, '110,118': 2, '76,77': 2, '121,122': 2, '33,39': 2, '75,90': 2, '100,110': 2, '90,94': 2, '20,33': 2, '37,52': 2, '99,100': 2, '37,38': 2, '38,39': 2, '98,99': 2, '91,98': 1, '121,120': 1, '99,98': 1, '118,110': 1, '120,119': 1, '122,121': 1, '110,100': 1, '119,118': 1, '100,99': 1, '19,18': 1, '91,79': 1, '79,78': 1, '78,77': 1, '56,52': 1, '18,14': 1, '77,76': 1, '76,75': 1, '90,75': 1, '94,90': 1, '52,37': 1, '38,37': 1, '39,38': 1, '39,33': 1, '33,20': 1, '20,19': 1, '14,0': 1}"
14,6,0.05935072898864746,3,"{'10,11': 1, '10,9': 1, '10': 1}",0.03989434242248535,3,"{'114,115': 1, '114,113': 1, '114': 1}",0.032444000244140625,3,"{'10,11': 1, '10,9': 1, '10': 1}",0.05750274658203125,43,"{'42': 6, '41,53': 4, '40,41': 2, '41,42': 2, '53': 2, '60,61': 2, '61,62': 2, '62,72': 2, '72,81': 2, '81,82': 2, '82,83': 2, '83,92': 2, '92,102': 2, '101,102': 2, '53,41': 2, '34,43': 2, '0,14': 2, '19,20': 2, '39,40': 2, '33,39': 2, '14,18': 2, '24,34': 2, '18,19': 2, '20,33': 2, '41,40': 1, '42,43': 1, '42,41': 1, '18,14': 1, '53,60': 1, '61,60': 1, '62,61': 1, '19,18': 1, '72,62': 1, '82,81': 1, '81,72': 1, '20,19': 1, '40,39': 1, '83,82': 1, '33,20': 1, '92,83': 1, '102,92': 1, '34,24': 1, '14,0': 1, '39,33': 1, '43,34': 1, '102,101': 1}"
14,7,0.07231593132019043,11,"{'10': 10, '9': 5, '9,10': 1}",0.04091906547546387,5,"{'9': 4, '9,10': 1}",0.03571200370788574,6,"{'9': 5, '9,10': 1}",0.05285930633544922,45,"{'41': 11, '0': 9, '49,55': 2, '43,44': 2, '45,46': 2, '47,48': 2, '48,49': 2, '14,18': 2, '0,14': 2, '44,45': 2, '40,41': 2, '39,40': 2, '33,39': 2, '20,33': 2, '42,43': 2, '19,20': 2, '18,19': 2, '46,47': 2, '47,46': 1, '45,44': 1, '44,43': 1, '43,42': 1, '46,45': 1, '41,42': 1, '14,0': 1, '48,47': 1, '49,48': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '55,49': 1}"
14,8,0.04889678955078125,4,"{'9': 3, '9,10': 1}",0.03687453269958496,4,"{'9': 3, '9,10': 1}",0.031072378158569336,4,"{'9': 3, '9,10': 1}",0.054860591888427734,24,"{'0': 10, '19,20': 2, '21,22': 2, '22,23': 2, '23,24': 2, '0,14': 2, '24,34': 2, '18,19': 2, '14,18': 2, '19,18': 1, '20,19': 1, '34,24': 1, '18,14': 1, '24,23': 1, '23,22': 1, '14,0': 1, '22,21': 1, '20,21': 1, '20': 1}"
14,9,0.04644918441772461,5,"{'9': 4, '9,10': 1}",0.032912254333496094,5,"{'113': 4, '113,114': 1}",0.029918670654296875,5,"{'113': 4, '113,114': 1}",0.06781959533691406,44,"{'0': 9, '23,24': 2, '87,93': 2, '73,85': 2, '93,106': 2, '106,107': 2, '0,1': 2, '107,108': 2, '66,73': 2, '43,44': 2, '34,43': 2, '65,66': 2, '24,34': 2, '85,86': 2, '86,87': 2, '64,65': 2, '4,15': 2, '1,2': 2, '2,3': 2, '45,54': 2, '22,23': 2, '3,4': 2, '54,64': 2, '15,22': 2, '64,54': 1, '73,66': 1, '85,73': 1, '54,45': 1, '65,64': 1, '44,45': 1, '86,85': 1, '66,65': 1, '108,107': 1, '87,86': 1, '93,87': 1, '106,93': 1, '107,106': 1, '44,43': 1, '43,34': 1, '34,24': 1, '24,23': 1, '23,22': 1, '22,15': 1, '15,4': 1, '4,3': 1, '3,2': 1, '2,1': 1, '1,0': 1, '44': 1}"
14,10,0.051011085510253906,3,"{'9': 2, '9,10': 1}",0.041861534118652344,3,"{'9': 2, '9,10': 1}",0.031679391860961914,3,"{'9': 2, '9,10': 1}",0.07599782943725586,26,"{'0': 13, '19,20': 2, '21,22': 2, '22,23': 2, '23,24': 2, '0,14': 2, '24,25': 2, '18,19': 2, '14,18': 2, '19,18': 1, '20,19': 1, '25,24': 1, '18,14': 1, '24,23': 1, '23,22': 1, '14,0': 1, '22,21': 1, '20,21': 1}"
14,11,0.03687143325805664,3,{109: 3},0.035475730895996094,3,{13: 3},0.027729034423828125,3,{0: 3},0.020917177200317383,37,{0: 37}
14,12,0.037070512771606445,2,{13: 2},0.03348684310913086,2,{13: 2},0.020944595336914062,2,{0: 2},0.022938013076782227,16,{0: 16}
14,13,0.043492794036865234,3,{13: 3},0.047212839126586914,3,{109: 3},0.022945642471313477,3,{0: 3},0.016952991485595703,23,{0: 23}
15,3,0.04140210151672363,0,{},0.03744053840637207,3,"{'9,10': 2, '10,9': 1}",0.029892683029174805,3,"{'9,10': 2, '10,9': 1}",0.15852594375610352,24,"{'0': 6, '20,21': 2, '21,22': 2, '22,23': 2, '23,24': 2, '24,25': 2, '25,26': 2, '0,14': 2, '26,27': 2, '19,20': 2, '18,19': 2, '14,18': 2, '20,19': 1, '21,20': 1, '27,26': 1, '19,18': 1, '26,25': 1, '25,24': 1, '18,14': 1, '24,23': 1, '23,22': 1, '14,0': 1, '22,21': 1}"
15,4,0.04887580871582031,3,{13: 3},0.0393681526184082,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.02710556983947754,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.04288506507873535,30,"{'0': 9, '42,43': 2, '39,40': 2, '14,18': 2, '18,19': 2, '40,41': 2, '19,20': 2, '20,33': 2, '41,42': 2, '33,39': 2, '0,14': 2, '44,45': 2, '43,44': 2, '41,40': 1, '42,41': 1, '43,42': 1, '39,33': 1, '44,43': 1, '45,44': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '40,39': 1}"
15,5,0.06149697303771973,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.04163622856140137,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.027927637100219727,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.04788088798522949,28,"{'0': 11, '19': 5, '0,14': 2, '14,18': 2, '18,19': 2, '38,39': 2, '33,39': 2, '20,33': 2, '19,20': 2, '14,0': 1, '18,14': 1, '19,18': 1, '39,38': 1, '39,33': 1, '33,20': 1, '20,19': 1}"
15,6,0.05823564529418945,5,"{'114': 3, '114,115': 1, '114,113': 1}",0.049413204193115234,5,"{'10': 3, '10,11': 1, '10,9': 1}",0.036235809326171875,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.06183481216430664,42,"{'0': 9, '33,39': 3, '72,81': 2, '53,60': 2, '40,41': 2, '39,40': 2, '79,80': 2, '0,14': 2, '38,39': 2, '80,81': 2, '37,38': 2, '37,52': 2, '52,56': 2, '20,33': 2, '62,72': 2, '19,20': 2, '18,19': 2, '61,62': 2, '14,18': 2, '41,53': 2, '53,41': 1, '81,80': 1, '81,72': 1, '80,79': 1, '72,62': 1, '60,53': 1, '62,61': 1, '33': 1, '41,40': 1, '40,39': 1, '39,33': 1, '39,38': 1, '38,37': 1, '52,37': 1, '56,52': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '60,61': 1}"
15,7,0.050863027572631836,5,"{'113': 4, '113,114': 1}",0.041893959045410156,5,"{'113': 4, '113,114': 1}",0.036928415298461914,7,"{'113': 6, '113,114': 1}",0.09736967086791992,31,"{'20': 15, '0': 3, '37,52': 2, '38,39': 2, '18,19': 2, '19,20': 2, '33,39': 2, '0,14': 2, '14,18': 2, '37,38': 2, '20,33': 1, '39,33': 1, '39,38': 1, '14,0': 1, '38,37': 1, '20,19': 1, '19,18': 1, '18,14': 1, '52,37': 1}"
15,8,0.06981158256530762,11,"{'10': 10, '9': 4, '9,10': 1}",0.034917354583740234,4,"{'9': 3, '9,10': 1}",0.03400063514709473,4,"{'9': 3, '9,10': 1}",0.06302762031555176,43,"{'0': 21, '33,39': 2, '41,53': 2, '53,60': 2, '60,61': 2, '61,62': 2, '62,63': 2, '63,64': 2, '0,14': 2, '39,40': 2, '64,65': 2, '20,33': 2, '19,20': 2, '14,18': 2, '18,19': 2, '33,20': 1, '62,61': 1, '53,41': 1, '14,0': 1, '60,53': 1, '61,60': 1, '18,14': 1, '63,62': 1, '39,33': 1, '19,18': 1, '64,63': 1, '65,64': 1, '20,19': 1, '40,39': 1, '40,41': 1}"
15,9,0.0769801139831543,11,"{'114': 10, '113': 5, '113,114': 1}",0.04137873649597168,5,"{'9': 4, '9,10': 1}",0.03270912170410156,7,"{'9': 6, '9,10': 1}",0.06881594657897949,46,"{'0': 19, '40': 5, '77,78': 2, '33,39': 2, '71,77': 2, '59,60': 2, '14,18': 2, '0,14': 2, '78,79': 2, '39,40': 2, '58,59': 2, '53,60': 2, '20,33': 2, '41,53': 2, '19,20': 2, '18,19': 2, '58,71': 2, '60,53': 1, '60,59': 1, '53,41': 1, '40,41': 1, '59,58': 1, '14,0': 1, '71,58': 1, '77,71': 1, '78,77': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '79,78': 1}"
15,10,0.05667281150817871,5,"{'9': 4, '9,10': 1}",0.04091668128967285,5,"{'9': 4, '9,10': 1}",0.03516101837158203,6,"{'9': 5, '9,10': 1}",0.07035017013549805,40,"{'37': 11, '0': 4, '75,90': 2, '56,57': 2, '58,71': 2, '76,77': 2, '75,76': 2, '14,18': 2, '0,14': 2, '57,58': 2, '37,38': 2, '38,39': 2, '33,39': 2, '20,33': 2, '52,56': 2, '19,20': 2, '18,19': 2, '71,77': 2, '77,71': 1, '58,57': 1, '57,56': 1, '56,52': 1, '71,58': 1, '37,52': 1, '14,0': 1, '77,76': 1, '76,75': 1, '38,37': 1, '39,38': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '90,75': 1}"
15,11,0.15574002265930176,0,{},0.032044410705566406,0,{},0.019945383071899414,0,{},0.017958402633666992,23,{0: 23}
15,12,0.03690981864929199,3,{13: 3},0.03263974189758301,3,{109: 3},0.02949380874633789,3,{0: 3},0.023159503936767578,46,{0: 46}
15,13,0.05092453956604004,1,{13: 1},0.03291749954223633,1,{13: 1},0.026645421981811523,1,{0: 1},0.01911616325378418,49,{0: 49}
15,14,0.03585672378540039,3,{13: 3},0.03191423416137695,3,{13: 3},0.025937557220458984,3,{0: 3},0.023936986923217773,20,{0: 20}
16,2,0.040863752365112305,1,"{'10,9': 1}",0.030593395233154297,4,"{'10,9': 2, '10,11': 1, '9,10': 1}",0.026924610137939453,4,"{'114,113': 2, '114,115': 1, '113,114': 1}",0.04369020462036133,37,"{'41,53': 4, '39,40': 2, '42,43': 2, '41,42': 2, '60,61': 2, '61,62': 2, '62,72': 2, '72,81': 2, '81,82': 2, '82,83': 2, '83,84': 2, '84,85': 2, '53,41': 2, '34,43': 2, '40,41': 2, '0,14': 2, '23,24': 2, '33,39': 2, '14,18': 2, '24,34': 2, '18,19': 2, '20,33': 2, '19,20': 2, '20,19': 1, '42,41': 1, '18,14': 1, '53,60': 1, '61,60': 1, '62,61': 1, '19,18': 1, '72,62': 1, '81,72': 1, '39,33': 1, '82,81': 1, '40,39': 1, '83,82': 1, '24,23': 1, '84,83': 1, '85,84': 1, '33,20': 1, '14,0': 1, '43,34': 1, '34,24': 1, '41,40': 1, '43,42': 1}"
16,4,0.05579876899719238,4,"{'113,114': 2, '114,113': 1, '113': 1}",0.036409616470336914,4,"{'113,114': 2, '114,113': 1, '113': 1}",0.027053356170654297,4,"{'113,114': 2, '114,113': 1, '113': 1}",0.046363115310668945,22,"{'20': 7, '41,53': 2, '20,33': 2, '33,39': 2, '39,40': 2, '40,41': 2, '0,14': 2, '19,20': 2, '18,19': 2, '14,18': 2, '20,19': 1, '14,0': 1, '19,18': 1, '41,40': 1, '40,39': 1, '18,14': 1, '39,33': 1, '33,20': 1, '53,41': 1}"
16,5,0.04884696006774902,7,"{'113': 4, '113,114': 2, '114,113': 1}",0.03818821907043457,7,"{'113': 4, '113,114': 2, '114,113': 1}",0.03442215919494629,7,"{'113': 4, '113,114': 2, '114,113': 1}",0.0488736629486084,33,"{'24': 5, '21,22': 2, '28,29': 2, '30,31': 2, '31,32': 2, '0,14': 2, '32,36': 2, '27,28': 2, '23,24': 2, '22,23': 2, '26,27': 2, '20,21': 2, '25,26': 2, '19,20': 2, '18,19': 2, '24,25': 2, '14,18': 2, '29,30': 2, '27,26': 1, '30,29': 1, '28,27': 1, '26,25': 1, '29,28': 1, '25,24': 1, '0': 1, '31,30': 1, '32,31': 1, '24,23': 1, '23,22': 1, '22,21': 1, '21,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '36,32': 1}"
16,6,0.04652714729309082,4,"{'9,10': 2, '10,9': 1, '9': 1}",0.03407907485961914,4,"{'9,10': 2, '10,9': 1, '9': 1}",0.02694559097290039,4,"{'9,10': 2, '10,9': 1, '9': 1}",0.06248211860656738,26,"{'39': 3, '33,39': 2, '39,40': 2, '40,41': 2, '41,53': 2, '53,60': 2, '59,60': 2, '58,59': 2, '0,14': 2, '58,71': 2, '0': 2, '18,19': 2, '20,33': 2, '19,20': 2, '14,18': 2, '18,14': 1, '40,39': 1, '14,0': 1, '41,40': 1, '53,41': 1, '33,20': 1, '60,53': 1, '39,33': 1, '60,59': 1, '19,18': 1, '59,58': 1, '20,19': 1, '71,58': 1}"
16,7,0.057898759841918945,6,"{'10': 4, '10,9': 1, '10,11': 1}",0.04170846939086914,6,"{'114': 4, '114,113': 1, '114,115': 1}",0.036528587341308594,6,"{'10': 4, '10,9': 1, '10,11': 1}",0.05485892295837402,30,"{'21,22': 4, '22': 4, '21': 2, '23,24': 2, '25,26': 2, '26,27': 2, '0,14': 2, '27,28': 2, '22,21': 2, '21,20': 2, '20,21': 2, '19,20': 2, '18,19': 2, '20,33': 2, '14,18': 2, '24,25': 2, '25,24': 1, '22,23': 1, '24,23': 1, '33,20': 1, '0': 1, '26,25': 1, '27,26': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '28,27': 1}"
16,8,0.05000591278076172,1,"{'9,10': 1}",0.03789997100830078,1,"{'9,10': 1}",0.0325169563293457,3,"{'9': 2, '9,10': 1}",0.1999497413635254,59,"{'0': 13, '71': 6, '114,115': 2, '37,52': 2, '100,110': 2, '117,118': 2, '116,117': 2, '99,100': 2, '115,116': 2, '14,18': 2, '0,14': 2, '58,71': 2, '98,99': 2, '57,58': 2, '56,57': 2, '91,98': 2, '52,56': 2, '79,91': 2, '78,79': 2, '18,19': 2, '19,20': 2, '77,78': 2, '20,33': 2, '33,39': 2, '110,118': 2, '38,39': 2, '37,38': 2, '98,91': 1, '99,98': 1, '100,99': 1, '91,79': 1, '78,77': 1, '110,100': 1, '118,110': 1, '71,77': 1, '79,78': 1, '14,0': 1, '118,117': 1, '117,116': 1, '116,115': 1, '115,114': 1, '58,57': 1, '57,56': 1, '56,52': 1, '52,37': 1, '38,37': 1, '39,38': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '71,58': 1}"
16,9,0.03885006904602051,3,{13: 3},0.03191518783569336,3,{109: 3},0.020520925521850586,3,{0: 3},0.0171663761138916,23,{0: 23}
16,10,0.06938529014587402,11,"{'114': 10, '113': 4, '113,114': 1}",0.04388236999511719,6,"{'9': 5, '9,10': 1}",0.04339957237243652,7,"{'9': 6, '9,10': 1}",0.08414983749389648,41,"{'0': 17, '33': 8, '42,43': 2, '40,41': 2, '18,19': 2, '19,20': 2, '39,40': 2, '20,33': 2, '0,14': 2, '14,18': 2, '41,42': 2, '33,39': 1, '40,39': 1, '41,40': 1, '14,0': 1, '42,41': 1, '43,42': 1, '20,19': 1, '19,18': 1, '18,14': 1, '33,20': 1}"
16,11,0.0644068717956543,11,"{'10': 10, '9': 3, '9,10': 1}",0.04486083984375,5,"{'113': 4, '113,114': 1}",0.038440704345703125,5,"{'113': 4, '113,114': 1}",0.08929276466369629,46,"{'7': 15, '0': 9, '17,30': 2, '5,6': 2, '29,30': 2, '26,27': 2, '1,2': 2, '0,1': 2, '12,17': 2, '6,7': 2, '27,28': 2, '16,26': 2, '4,5': 2, '8,16': 2, '3,4': 2, '2,3': 2, '28,29': 2, '26,16': 1, '27,26': 1, '16,8': 1, '7,8': 1, '28,27': 1, '1,0': 1, '29,28': 1, '30,29': 1, '30,17': 1, '7,6': 1, '6,5': 1, '5,4': 1, '4,3': 1, '3,2': 1, '2,1': 1, '17,12': 1}"
16,12,0.05101966857910156,1,{109: 1},0.028209924697875977,1,{109: 1},0.02444911003112793,1,{0: 1},0.01994037628173828,32,{0: 32}
16,13,0.03501772880554199,3,{109: 3},0.032912492752075195,3,{13: 3},0.028119564056396484,3,{0: 3},0.020941495895385742,27,{0: 27}
16,14,0.04996514320373535,1,{109: 1},0.03491497039794922,1,{109: 1},0.02592778205871582,1,{0: 1},0.020943880081176758,22,{0: 22}
16,15,0.06428194046020508,3,{109: 3},0.04373741149902344,3,{109: 3},0.03091883659362793,3,{0: 3},0.02444601058959961,41,{0: 41}
17,3,0.05589938163757324,5,"{'114,115': 2, '114': 1, '115,114': 1, '114,113': 1}",0.047074317932128906,5,"{'114,115': 2, '114': 1, '115,114': 1, '114,113': 1}",0.04162263870239258,5,"{'114,115': 2, '114': 1, '115,114': 1, '114,113': 1}",0.05059313774108887,52,"{'61,62': 2, '39,38': 2, '52,56': 2, '81,82': 2, '37,52': 2, '93,106': 2, '37,38': 2, '108,112': 2, '106,107': 2, '56,57': 2, '39,40': 2, '60,61': 2, '40,41': 2, '107,108': 2, '41,53': 2, '0,14': 2, '87,93': 2, '53,60': 2, '20,33': 2, '14,18': 2, '86,87': 2, '58,71': 2, '72,81': 2, '71,77': 2, '85,86': 2, '33,39': 2, '62,72': 2, '57,58': 2, '84,85': 2, '19,20': 2, '112,126': 2, '18,19': 2, '83,84': 2, '112,108': 1, '126,112': 1, '0': 1, '106,93': 1, '108,107': 1, '107,106': 1, '93,87': 1, '87,86': 1, '86,85': 1, '85,84': 1, '84,83': 1, '82,81': 1, '53,41': 1, '81,72': 1, '72,62': 1, '14,0': 1, '18,14': 1, '19,18': 1, '20,19': 1, '33,20': 1, '39,33': 1, '77,71': 1, '71,58': 1, '58,57': 1, '57,56': 1, '56,52': 1, '52,37': 1, '38,37': 1, '38,39': 1, '40,39': 1, '41,40': 1, '60,53': 1, '61,60': 1, '62,61': 1, '82,83': 1}"
17,4,0.055460214614868164,6,"{'12': 3, '12,17': 1, '12,11': 1, '12,13': 1}",0.03942584991455078,6,"{'96': 3, '96,97': 1, '96,95': 1, '96,109': 1}",0.03590202331542969,6,"{'12': 3, '12,17': 1, '12,11': 1, '12,13': 1}",0.05970644950866699,54,"{'82,83': 4, '53,60': 4, '81,82': 4, '72,81': 4, '62,72': 4, '61,62': 4, '60,61': 4, '83,92': 3, '83': 3, '41,53': 3, '60,53': 2, '122,123': 2, '111,122': 2, '62,61': 2, '104,111': 2, '72,62': 2, '103,104': 2, '81,72': 2, '102,103': 2, '92,102': 2, '83,82': 2, '61,60': 2, '0,14': 2, '20,33': 2, '40,41': 2, '14,18': 2, '18,19': 2, '19,20': 2, '33,39': 2, '39,40': 2, '82,81': 2, '58,59': 2, '57,58': 2, '56,57': 2, '41,40': 1, '122,111': 1, '102,92': 1, '103,102': 1, '18,14': 1, '104,103': 1, '58,57': 1, '111,104': 1, '19,18': 1, '123,122': 1, '14,0': 1, '20,19': 1, '60,59': 1, '53,41': 1, '59,58': 1, '33,20': 1, '39,33': 1, '57,56': 1, '40,39': 1, '92,83': 1}"
17,5,0.1892402172088623,5,"{'12': 2, '12,17': 1, '12,11': 1, '12,13': 1}",0.03510880470275879,5,"{'96': 2, '96,97': 1, '96,95': 1, '96,109': 1}",0.03091573715209961,5,"{'12': 2, '12,17': 1, '12,11': 1, '12,13': 1}",0.059798240661621094,53,"{'23,24': 6, '22,23': 5, '24,34': 4, '34,43': 4, '43,44': 4, '24,23': 3, '26,27': 2, '62,63': 2, '28,29': 2, '44,43': 2, '27,28': 2, '0,1': 2, '43,34': 2, '15,22': 2, '24,25': 2, '34,24': 2, '22': 2, '25,26': 2, '23,22': 2, '20,21': 2, '63,64': 2, '19,20': 2, '18,19': 2, '54,64': 2, '14,18': 2, '4,15': 2, '45,54': 2, '3,4': 2, '2,3': 2, '1,2': 2, '64,63': 1, '64,54': 1, '54,45': 1, '44,45': 1, '63,62': 1, '27,26': 1, '25,24': 1, '26,25': 1, '1,0': 1, '28,27': 1, '29,28': 1, '22,15': 1, '21,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '15,4': 1, '4,3': 1, '3,2': 1, '2,1': 1, '22,21': 1}"
17,6,0.10023617744445801,11,"{'113': 7, '114': 7, '114,113': 3}",0.05513310432434082,8,"{'113': 5, '113,114': 2, '114,113': 1}",0.037491798400878906,8,"{'113': 5, '113,114': 2, '114,113': 1}",0.05691051483154297,40,"{'39': 14, '0': 5, '61,62': 2, '53,60': 2, '60,61': 2, '41,53': 2, '14,18': 2, '0,14': 2, '62,72': 2, '33,39': 2, '40,41': 2, '20,33': 2, '19,20': 2, '39,40': 2, '18,19': 2, '53,41': 1, '41,40': 1, '40,39': 1, '60,53': 1, '14,0': 1, '61,60': 1, '62,61': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '72,62': 1}"
17,7,0.06284046173095703,7,"{'9': 4, '9,10': 2, '10,9': 1}",0.04587411880493164,7,"{'9': 4, '9,10': 2, '10,9': 1}",0.03426313400268555,7,"{'9': 4, '9,10': 2, '10,9': 1}",0.06393790245056152,23,"{'0': 9, '18': 5, '0,14': 2, '14,18': 2, '20,21': 2, '19,20': 2, '18,19': 2, '14,0': 1, '18,14': 1, '21,20': 1, '20,19': 1, '19,18': 1}"
17,8,0.07660627365112305,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.057985544204711914,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.044388771057128906,7,"{'10': 5, '10,11': 1, '10,9': 1}",0.08393669128417969,37,"{'42': 4, '20': 4, '33,39': 4, '39,40': 4, '40,41': 4, '20,33': 3, '43,44': 2, '41,42': 2, '39,33': 2, '40,39': 2, '41,40': 2, '41,53': 2, '0,14': 2, '19,20': 2, '18,19': 2, '14,18': 2, '45,46': 2, '46,47': 2, '44,45': 2, '42,43': 1, '42,41': 1, '33,20': 1, '18,14': 1, '45,44': 1, '19,18': 1, '20,19': 1, '47,46': 1, '53,41': 1, '46,45': 1, '14,0': 1, '44,43': 1}"
17,9,0.07034635543823242,4,"{'10': 3, '9,10': 1, '9': 1}",0.05241203308105469,3,"{'113': 2, '113,114': 1}",0.04117321968078613,3,"{'9': 2, '9,10': 1}",0.13600826263427734,55,"{'0': 24, '40,41': 2, '61,62': 2, '62,72': 2, '72,81': 2, '80,81': 2, '79,80': 2, '79,91': 2, '91,98': 2, '98,99': 2, '99,100': 2, '0,14': 2, '53,60': 2, '41,53': 2, '100,110': 2, '39,40': 2, '33,39': 2, '14,18': 2, '20,33': 2, '18,19': 2, '19,20': 2, '40,39': 1, '19,18': 1, '62,61': 1, '14,0': 1, '72,62': 1, '81,72': 1, '18,14': 1, '81,80': 1, '80,79': 1, '98,91': 1, '91,79': 1, '41,40': 1, '20,19': 1, '99,98': 1, '100,99': 1, '33,20': 1, '110,100': 1, '60,53': 1, '39,33': 1, '53,41': 1, '60,61': 1}"
17,10,0.07937788963317871,11,"{'10': 10, '9': 4, '9,10': 1}",0.05724740028381348,4,"{'113': 3, '113,114': 1}",0.04261636734008789,5,"{'9': 4, '9,10': 1}",0.09204483032226562,53,"{'0': 22, '38': 9, '76,77': 2, '57,58': 2, '58,71': 2, '56,57': 2, '71,77': 2, '14,18': 2, '0,14': 2, '38,39': 2, '52,56': 2, '33,39': 2, '20,33': 2, '37,52': 2, '19,20': 2, '18,19': 2, '56,52': 1, '57,56': 1, '52,37': 1, '38,37': 1, '58,57': 1, '14,0': 1, '71,58': 1, '77,71': 1, '39,38': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '77,76': 1}"
17,11,0.046399593353271484,0,{},0.033509254455566406,0,{},0.030115604400634766,0,{},0.17352890968322754,27,{0: 27}
17,12,0.042551517486572266,3,{109: 3},0.037897348403930664,3,{13: 3},0.02294015884399414,3,{0: 3},0.022946834564208984,22,{0: 22}
17,13,0.04481029510498047,0,{},0.032003164291381836,0,{},0.022938966751098633,0,{},0.0260469913482666,25,{0: 25}
17,14,0.04199862480163574,3,{109: 3},0.03305935859680176,3,{109: 3},0.027933835983276367,3,{0: 3},0.020971298217773438,48,{0: 48}
17,15,0.03765296936035156,0,{},0.037294864654541016,0,{},0.02699422836303711,0,{},0.021046876907348633,23,{0: 23}
